source_chain_key,persona_id,persona_label,condition,rep,baseline_cards,chat_cards,baseline_price,chat_price,baseline_profit,chat_profit,baseline_loss,chat_loss,price_delta,profit_delta,card_delta,baseline_coverCore,chat_coverCore,baseline_coverNice,chat_coverNice,baseline_coverage_efficiency,chat_coverage_efficiency,baseline_COGS,chat_COGS,baseline_dCOGS,chat_dCOGS,baseline_nre_total_wan,chat_nre_total_wan,baseline_fixedCost,chat_fixedCost,baseline_q_to_breakeven,chat_q_to_breakeven,baseline_price_wtp_ratio,chat_price_wtp_ratio,baseline_double_squeeze,chat_double_squeeze,d4_attempts,d5_attempts
D|S|2,D,二代接班人,S,2,10,16,3800,3300,10756811,2356718,0,0,-500,-8400093,6,0.5800000000000001,0.76,0.8,0.8,0.05800000000000001,0.0475,1608,2091,1008,1491,273.66,444.53999999999996,4236600,5945400,3.3182883939038685,1.1580443066589163,0.6656506735333789,0.5780650585947764,0,0,10,1
D|S|3,D,二代接班人,S,3,10,16,3200,5200,18978813,289952,0,0,2000,-18688861,6,0.6400000000000001,0.6400000000000001,0.8,1,0.06400000000000002,0.04000000000000001,1692,2469,1092,1869,322.86,512.3400000000001,4728600,6623400,4.421470279982033,0.9952473536400951,0.560547935607056,0.9108903953614659,0,0,10,1
E|Q|1,E,体制转型者,Q,1,8,10,3800,4800,13521399,-127703,0,1,1000,-13649102,2,0.5333333333333333,0.43333333333333335,0.8,0.9,0.06666666666666667,0.043333333333333335,1326,1689,726,1089,187.56000000000003,282.24,3375600,4322400,4.777213761985336,0.9452433628318584,0.6133088009812941,0.7747058538711084,0,1,11,1
E|Q|2,E,体制转型者,Q,2,10,13,2800,4800,51926275,7777944,0,0,2000,-44148331,3,0.8500000000000001,0.65,0.8,0.8,0.085,0.05,1572,1761,972,1161,269.46,345.3,4194600,4953000,11.713790446841294,2.4798689138576777,0.4463574047505181,0.7651841224294595,0,0,11,1
E|Q|3,E,体制转型者,Q,3,11,18,2800,3900,1388838,-1612957,0,1,1100,-3001795,7,0.4800000000000001,0.68,0.8,0.8,0.04363636363636365,0.03777777777777778,1662,2268,1062,1668,308.16,502.44,4581600,6524400,1.115094159258197,0.6931829624408418,0.49203085736376895,0.6853286941852497,0,0,10,1
E|S|1,E,体制转型者,S,1,8,13,3800,4800,29423741,27878732,0,0,1000,-1545009,5,0.64,0.68,0.8,1,0.08,0.05230769230769231,1410,1767,810,1167,207.42000000000002,333.3,3574200,4833000,8.791751527494908,6.500478468899521,0.6133088009812941,0.7747058538711084,0,0,10,1
E|S|2,E,体制转型者,S,2,7,14,2900,4400,12764057,4302427,0,0,1500,-8461630,7,0.5333333333333333,0.6666666666666666,0.8,0.8,0.07619047619047618,0.047619047619047616,1278,1686,678,1086,181.98,336.48,3319800,4864800,4.388978930307942,1.808955223880597,0.49216774434431376,0.7467372672810277,0,0,10,1
E|S|3,E,体制转型者,S,3,6,8,4800,4800,55109296,27920672,0,0,0,-27188624,2,0.64,0.68,0.8,0.8,0.10666666666666667,0.085,1197,1581,597,981,152.39999999999998,233.87999999999997,3024000,3838800,18.4976167778837,7.963565387117762,0.7699340743948799,0.7699340743948799,0,0,10,1
B|Q|1,B,职业经理人,Q,1,10,10,2900,2700,27287884,571706,0,0,-200,-26716178,0,0.68,0.4800000000000001,0.5,0.8,0.068,0.04800000000000001,1266,1638,666,1038,203.69999999999996,302.04,3537000,4520400,7.951438848920863,0.9583939731187399,0.5171276235310901,0.4814636494944632,0,0,12,1
B|Q|2,B,职业经理人,Q,2,9,9,1000,1000,-3163273,-6556630,1,1,0,-3393357,0,0.4,0.3,0.5,0.8,0.044444444444444446,0.03333333333333333,813,1002,213,402,144.66,147.66000000000003,2946600,2976600,,,0.17502406580904875,0.17502406580904875,0,0,12,1
B|Q|3,B,职业经理人,Q,3,9,18,2900,4000,787255,-3171848,0,1,1100,-3959103,9,0.32000000000000006,0.76,0.8,0.8,0.03555555555555556,0.042222222222222223,1353,2469,753,1869,216.36,576.54,3663600,7265400,1.1238501234013911,0.49981729152963533,0.5075697908462413,0.700096263236195,0,0,10,1
B|S|1,B,职业经理人,S,1,8,13,1600,2400,159999,928231,0,0,800,768232,5,0.42000000000000004,0.5800000000000001,0.5,0.8,0.052500000000000005,0.04461538461538462,1041,1545,441,945,133.74,289.38000000000005,2837400,4393800,0.726773506668161,0.9522372468225871,0.27129219865371246,0.4069382979805687,0,0,10,1
B|S|2,B,职业经理人,S,2,9,15,1800,3300,258494,-3132932,0,1,1500,-3391426,6,0.3,0.5800000000000001,0.5,0.8,0.03333333333333333,0.03866666666666667,792,2076,192,1476,143.58,429.72,2935800,5797200,1.015773470163436,0.39821059876118375,0.3052037234854265,0.559540159723282,0,1,10,1
B|S|3,B,职业经理人,S,3,10,18,2900,2400,-4143648,-10663145,1,1,-500,-6519497,8,0.4800000000000001,0.62,0,0.8,0.04800000000000001,0.034444444444444444,1692,2415,1092,1815,310.26,554.7,4602600,7047000,0.09307450157397691,,0.5075697908462413,0.420057757941717,1,0,10,1
F|Q|1,F,销售铁军,Q,1,9,9,1200,3300,-4261972,1223207,1,0,2100,5485179,0,0.3,0.32000000000000006,0.5,0.8,0.03333333333333333,0.03555555555555556,1122,1341,522,741,156.60000000000002,229.26,3066000,3792600,,1.2472346786248132,0.21264153952474615,0.584764233693052,0,0,11,1
F|Q|2,F,销售铁军,Q,2,10,9,2900,2800,4826421,7159843,0,0,-100,2333422,-1,0.42000000000000004,0.4800000000000001,0.8,0.8,0.042,0.053333333333333344,1443,1497,843,897,236.82,269.52,3868200,4195200,2.040302743614002,2.375251509054326,0.5138837205181366,0.4961635922244077,0,0,12,1
F|Q|3,F,销售铁军,Q,3,11,9,3900,2900,32630514,4484458,0,0,-1000,-28146056,-2,0.7400000000000001,0.4800000000000001,0.8,0.8,0.06727272727272728,0.053333333333333344,1728,1557,1128,957,323.15999999999997,290.58,4731600,4405800,7.313685808246901,1.7835904628330996,0.691085003455425,0.5138837205181366,0,0,13,1
F|S|1,F,销售铁军,S,1,10,13,2500,4000,-1823278,-854184,1,1,1500,969094,3,0.6400000000000001,0.6400000000000001,0.8,0.8,0.06400000000000002,0.04923076923076924,1833,2181,1233,1581,347.15999999999997,443.82,4971600,5938200,0.20647619369445477,0.7963039580747483,0.43756016452262186,0.700096263236195,0,0,11,1
F|S|2,F,销售铁军,S,2,10,14,2900,5200,2520654,-1507553,0,1,2300,-4028207,4,0.4800000000000001,0.68,0.8,0.8,0.04800000000000001,0.04857142857142858,1572,2337,972,1737,268.26,536.04,4182600,6860400,1.4181923021479026,0.7439635535307517,0.5107072414764723,0.9157509157509158,0,0,11,1
F|S|3,F,销售铁军,S,3,10,9,2900,3600,31831788,25951521,0,0,700,-5880267,-1,0.8000000000000002,0.7000000000000001,0.8,0.9,0.08000000000000002,0.07777777777777778,1677,1728,1077,1128,306.65999999999997,338.09999999999997,4566600,4881000,6.557797164667393,5.728195937873357,0.5075697908462413,0.6300866369125755,0,0,13,1
C|Q|1,C,技术创业者,Q,1,7,8,2000,3000,1505149,2312343,0,0,1000,807194,1,0.43333333333333335,0.3333333333333333,0.5,0.7000000000000001,0.06190476190476191,0.041666666666666664,1104,1095,504,495,129.12,133.8,2791200,2838000,1.3815115286080273,1.7365453613531523,0.31812686899535536,0.477190303493033,0,0,10,1
C|Q|2,C,技术创业者,Q,2,8,10,1500,3800,-1686406,3156073,1,0,2300,4842479,2,0.3333333333333333,0.4083333333333334,0.5,0.8,0.041666666666666664,0.04083333333333334,1002,1209,402,609,116.82000000000001,198.35999999999999,2668200,3483600,0.24736089982943807,1.8181818181818181,0.25568908207619534,0.6477456745930282,1,0,10,1
C|Q|3,C,技术创业者,Q,3,7,8,2400,3900,37595451,11144199,0,0,1500,-26451252,1,0.5800000000000001,0.6199999999999999,0.8,0.5,0.08285714285714287,0.07749999999999999,1107,1359,507,759,130.32,208.56,2803200,3585600,12.992013311148087,3.9492911668484187,0.3865107739878249,0.6280800077302156,0,0,12,1
C|S|1,C,技术创业者,S,1,7,14,2200,5000,1745810,-2169782,0,1,2800,-3915592,7,0.42000000000000004,0.52,0.5,0.5,0.060000000000000005,0.037142857142857144,1098,1437,498,837,144.18,297.23999999999995,2941800,4472400,1.4165103189493433,0.5062047569803516,0.37270447923019584,0.8470556346140814,0,1,10,1
C|S|2,C,技术创业者,S,2,8,16,2900,3200,18895984,11466769,0,0,300,-7429215,8,0.52,0.8200000000000001,0.8,0.8,0.065,0.051250000000000004,1209,1815,609,1215,179.22,431.16,3292200,5811600,6.196831915517747,2.6680422747861097,0.5005523336095001,0.5523336095001381,0,0,10,1
C|S|3,C,技术创业者,S,3,6,15,2800,4800,2464419,1030708,0,0,2000,-1433711,9,0.3,0.68,0.5,0.8,0.049999999999999996,0.04533333333333334,888,1962,288,1362,84.96000000000001,411.96,2349600,5619600,1.9427539969056216,1.139609443310988,0.4743511553838856,0.8131734092295182,0,0,10,1
G|Q|1,G,互联网PM转型,Q,1,10,8,1900,2000,-83858,8598459,1,0,100,8682317,-2,0.3,0.36000000000000004,0.5,0.8,0.03,0.045000000000000005,942,903,342,303,159.78000000000003,156.36,3097800,3063600,0.9028687246647957,3.446414653156664,0.33298282509638977,0.3505082369435682,1,0,12,1
G|Q|2,G,互联网PM转型,Q,2,8,7,2800,2800,10208153,48584631,0,0,0,38376478,-1,0.5800000000000001,0.5800000000000001,0.5,1,0.07250000000000001,0.08285714285714287,1179,1206,579,606,157.14000000000004,149.39999999999998,3071400,2994000,4.064112587959343,15.719325754606038,0.4461653680067562,0.4461653680067562,0,0,10,1
G|Q|3,G,互联网PM转型,Q,3,6,11,1500,3000,-1294037,7788758,1,0,1500,9082795,5,0.3,0.5800000000000001,0,0.5,0.049999999999999996,0.052727272727272734,708,1128,108,528,85.61999999999999,200.94000000000003,2356200,3509400,0.4294995187680462,3.087520259319287,0.24348672997321646,0.48697345994643293,1,0,11,2
G|S|1,G,互联网PM转型,S,1,8,10,2900,2000,4759216,-166551,0,1,-900,-4925767,2,0.5800000000000001,0.5,0.4,0.4,0.07250000000000001,0.05,1014,1035,414,435,175.32,191.64000000000001,3253200,3416400,2.336068498037817,0.8543821448013065,0.49171711005985386,0.33911524831714057,0,1,12,1
G|S|2,G,互联网PM转型,S,2,8,12,2900,2700,9830187,-1495785,0,1,-200,-11325972,4,0.42000000000000004,0.7400000000000001,0.8,0.8,0.052500000000000005,0.061666666666666675,1197,1959,597,1359,176.64,387.78,3266400,5377800,3.702395209580838,0.3256179278859134,0.49171711005985386,0.4578055852281398,0,0,14,1
G|S|3,G,互联网PM转型,S,3,9,13,2900,2600,3749122,-234838,0,1,-300,-3983960,4,0.4833333333333334,0.6166666666666667,0.8,0.5,0.05370370370370371,0.04743589743589744,1323,1332,723,732,212.82,274.98,3628200,4249800,1.8642873914064335,0.8736367602152101,0.5233428978759497,0.4692039774060238,0,0,11,1
