source_chain_key,persona_id,persona_label,condition,rep,baseline_cards,chat_cards,baseline_price,chat_price,baseline_profit,chat_profit,baseline_loss,chat_loss,price_delta,profit_delta,card_delta,baseline_coverCore,chat_coverCore,baseline_coverNice,chat_coverNice,baseline_coverage_efficiency,chat_coverage_efficiency,baseline_COGS,chat_COGS,baseline_dCOGS,chat_dCOGS,baseline_nre_total_wan,chat_nre_total_wan,baseline_fixedCost,chat_fixedCost,baseline_q_to_breakeven,chat_q_to_breakeven,baseline_price_wtp_ratio,chat_price_wtp_ratio,baseline_double_squeeze,chat_double_squeeze,d4_attempts,d5_attempts
B|S|3,B,职业经理人,S,3,10,19,2900,2900,-4143648,-8880244,1,1,0,-4736596,9,0.4800000000000001,0.68,0,0.8,0.04800000000000001,0.03578947368421053,1692,2505,1092,1905,310.26,563.5199999999999,4602600,7135200,0.09307450157397691,,0.5075697908462413,0.5075697908462413,1,0,10,1
F|Q|1,F,销售铁军,Q,1,9,13,1200,3400,-4261972,1954418,1,0,2200,6216390,4,0.3,0.52,0.5,0.5,0.03333333333333333,0.04,1122,1302,522,702,156.60000000000002,251.76,3066000,4017600,,1.4273291925465839,0.21264153952474615,0.6024843619867808,0,0,14,1
F|Q|2,F,销售铁军,Q,2,10,9,2900,2900,4826421,7532264,0,0,0,2705843,-1,0.42000000000000004,0.42000000000000004,0.8,0.8,0.042,0.04666666666666667,1443,1368,843,768,236.82,209.28,3868200,3592800,2.040302743614002,2.8219178082191783,0.5138837205181366,0.5138837205181366,0,0,12,1
F|Q|3,F,销售铁军,Q,3,11,9,3900,2900,32630514,2069533,0,0,-1000,-30560981,-2,0.7400000000000001,0.52,0.8,0.5,0.06727272727272728,0.05777777777777778,1728,1479,1128,879,323.15999999999997,289.20000000000005,4731600,4392000,7.313685808246901,1.332118523213437,0.691085003455425,0.5138837205181366,0,0,13,1
F|S|1,F,销售铁军,S,1,10,12,2500,2900,-1823278,3723808,1,0,400,5547086,2,0.6400000000000001,0.6400000000000001,0.8,0.8,0.06400000000000002,0.053333333333333344,1833,1821,1233,1221,347.15999999999997,371.28000000000003,4971600,5212800,0.20647619369445477,1.379804427543121,0.43756016452262186,0.5075697908462413,0,0,11,1
F|S|2,F,销售铁军,S,2,10,17,2900,2900,2520654,-11555733,0,1,0,-14076387,7,0.4800000000000001,0.8400000000000001,0.8,0.8,0.04800000000000001,0.049411764705882356,1572,2499,972,1899,268.26,546.3599999999999,4182600,6963600,1.4181923021479026,,0.5107072414764723,0.5107072414764723,0,0,11,1
F|S|3,F,销售铁军,S,3,10,9,2900,2900,31831788,6149986,0,0,0,-25681802,-1,0.8000000000000002,0.375,0.8,0.9,0.08000000000000002,0.041666666666666664,1677,1284,1077,684,306.65999999999997,202.26,4566600,3522600,6.557797164667393,2.528325746079919,0.5075697908462413,0.5075697908462413,0,0,14,1
C|Q|1,C,技术创业者,Q,1,7,12,2000,2000,1505149,-2938013,0,1,0,-4443162,5,0.43333333333333335,0.3333333333333333,0.5,0.5,0.06190476190476191,0.027777777777777776,1104,1326,504,726,129.12,230.22,2791200,3802200,1.3815115286080273,0.20566538802006493,0.31812686899535536,0.31812686899535536,0,1,10,1
C|Q|2,C,技术创业者,Q,2,8,14,1500,1500,-1686406,-5143684,1,1,0,-3457278,6,0.3333333333333333,0.4916666666666667,0.5,0.5,0.041666666666666664,0.03511904761904762,1002,1323,402,723,116.82000000000001,274.08000000000004,2668200,4240800,0.24736089982943807,,0.25568908207619534,0.25568908207619534,1,0,12,1
C|Q|3,C,技术创业者,Q,3,7,10,2400,2400,37595451,750600,0,0,0,-36844851,3,0.5800000000000001,0.45999999999999996,0.8,0.5,0.08285714285714287,0.046,1107,1308,507,708,130.32,188.93999999999997,2803200,3389400,12.992013311148087,1.1407903260634853,0.3865107739878249,0.3865107739878249,0,0,10,1
C|S|1,C,技术创业者,S,1,7,10,2200,2900,1745810,6585808,0,0,700,4839998,3,0.42000000000000004,0.4800000000000001,0.5,0.8,0.060000000000000005,0.04800000000000001,1098,1302,498,702,144.18,198.23999999999998,2941800,3482400,1.4165103189493433,2.66140350877193,0.37270447923019584,0.4912922680761672,0,0,12,1
C|S|2,C,技术创业者,S,2,8,8,2900,2800,18895984,36718582,0,0,-100,17822598,0,0.52,0.62,0.8,0.8,0.065,0.0775,1209,1239,609,639,179.22,183.83999999999997,3292200,3338400,6.196831915517747,10.750902527075812,0.5005523336095001,0.4832919083126208,0,0,12,1
C|S|3,C,技术创业者,S,3,6,10,2800,2900,2464419,-305190,0,1,100,-2769609,4,0.3,0.3,0.5,0.8,0.049999999999999996,0.03,888,1194,288,594,84.96000000000001,204.9,2349600,3549000,1.9427539969056216,0.8725815367606412,0.4743511553838856,0.4912922680761672,0,1,12,1
G|Q|1,G,互联网PM转型,Q,1,10,12,1900,1000,-83858,-6508108,1,1,-900,-6424250,2,0.3,0.3,0.5,0.5,0.03,0.024999999999999998,942,1143,342,543,159.78000000000003,214.92000000000002,3097800,3649200,0.9028687246647957,,0.33298282509638977,0.1752541184717841,1,0,11,2
G|Q|2,G,互联网PM转型,Q,2,8,14,2800,1500,10208153,-4395236,0,1,-1300,-14603389,6,0.5800000000000001,0.4,0.5,0.5,0.07250000000000001,0.028571428571428574,1179,1359,579,759,157.14000000000004,270.17999999999995,3071400,4201800,4.064112587959343,,0.4461653680067562,0.23901716143219084,0,0,10,1
G|Q|3,G,互联网PM转型,Q,3,6,9,1500,2500,-1294037,10496497,1,0,1000,11790534,3,0.3,0.52,0,0.5,0.049999999999999996,0.05777777777777778,708,954,108,354,85.61999999999999,134.34,2356200,2843400,0.4294995187680462,4.426101276245369,0.24348672997321646,0.40581121662202746,1,0,11,1
G|S|1,G,互联网PM转型,S,1,8,15,2900,2900,4759216,-2768071,0,1,0,-7527287,7,0.5800000000000001,0.4,0.4,0.65,0.07250000000000001,0.02666666666666667,1014,1410,414,810,175.32,289.32,3253200,4393200,2.336068498037817,0.35347379418422425,0.49171711005985386,0.49171711005985386,0,1,11,1
G|S|2,G,互联网PM转型,S,2,8,16,2900,2900,9830187,-824298,0,1,0,-10654485,8,0.42000000000000004,0.68,0.8,0.8,0.052500000000000005,0.0425,1197,1935,597,1335,176.64,402.65999999999997,3266400,5526600,3.702395209580838,0.6709657807886051,0.49171711005985386,0.49171711005985386,0,0,10,1
G|S|3,G,互联网PM转型,S,3,9,11,2900,2900,3749122,6072410,0,0,0,2323288,2,0.4833333333333334,0.7166666666666667,0.8,1,0.05370370370370371,0.06515151515151515,1323,1818,723,1218,212.82,379.56000000000006,3628200,5295600,1.8642873914064335,1.6909801806660374,0.5233428978759497,0.5233428978759497,0,0,12,1
