source_chain_key,persona_id,persona_label,condition,rep,baseline_cards,chat_cards,baseline_price,chat_price,baseline_profit,chat_profit,baseline_loss,chat_loss,price_delta,profit_delta,card_delta,baseline_coverCore,chat_coverCore,baseline_coverNice,chat_coverNice,baseline_coverage_efficiency,chat_coverage_efficiency,baseline_COGS,chat_COGS,baseline_dCOGS,chat_dCOGS,baseline_nre_total_wan,chat_nre_total_wan,baseline_fixedCost,chat_fixedCost,baseline_q_to_breakeven,chat_q_to_breakeven,baseline_price_wtp_ratio,chat_price_wtp_ratio,baseline_double_squeeze,chat_double_squeeze,d4_attempts,d5_attempts
D|S|2,D,二代接班人,S,2,10,16,3800,3900,10756811,-3469716,0,1,100,-14226527,6,0.5800000000000001,0.6400000000000001,0.8,0.8,0.05800000000000001,0.04000000000000001,1608,2295,1008,1695,273.66,485.64,4236600,6356400,3.3182883939038685,0.41734390485629336,0.6656506735333789,0.6831677965210994,0,0,6,1
D|S|3,D,二代接班人,S,3,10,16,3200,4900,18978813,2444989,0,0,1700,-16533824,6,0.6400000000000001,0.6400000000000001,0.8,1,0.06400000000000002,0.04000000000000001,1692,2340,1092,1740,322.86,495.96000000000004,4728600,6459600,4.421470279982033,1.3122545980574498,0.560547935607056,0.8583390263983044,0,0,6,1
E|Q|1,E,体制转型者,Q,1,8,13,3800,2800,13521399,2777388,0,0,-1000,-10744011,5,0.5333333333333333,0.6,0.8,0.8,0.06666666666666667,0.04615384615384615,1326,1668,726,1068,187.56000000000003,303.84,3375600,4538400,4.777213761985336,1.4705882352941178,0.6133088009812941,0.4519117480914799,0,0,6,1
E|Q|2,E,体制转型者,Q,2,10,12,2800,2800,51926275,11023928,0,0,0,-40902347,2,0.8500000000000001,0.7250000000000001,0.8,0.8,0.085,0.060416666666666674,1572,1692,972,1092,269.46,298.44,4194600,4484400,11.713790446841294,3.096180395766222,0.4463574047505181,0.4463574047505181,0,0,6,1
E|Q|3,E,体制转型者,Q,3,11,17,2800,2900,1388838,-5242408,0,1,100,-6631246,6,0.4800000000000001,0.68,0.8,0.8,0.04363636363636365,0.04,1662,2178,1062,1578,308.16,454.32,4581600,6043200,1.115094159258197,,0.49203085736376895,0.5096033879839036,0,0,6,1
E|S|1,E,体制转型者,S,1,8,13,3800,4800,29423741,20607483,0,0,1000,-8816258,5,0.64,0.74,0.8,0.8,0.08,0.05692307692307692,1410,1758,810,1158,207.42000000000002,318,3574200,4680000,8.791751527494908,5.220238095238095,0.6133088009812941,0.7747058538711084,0,0,6,1
E|S|2,E,体制转型者,S,2,7,11,2900,2900,12764057,2461859,0,0,0,-10302198,4,0.5333333333333333,0.4166666666666667,0.8,0.8,0.07619047619047618,0.03787878787878788,1278,1320,678,720,181.98,214.98000000000005,3319800,3649800,4.388978930307942,1.5460295151089247,0.49216774434431376,0.49216774434431376,0,0,6,1
E|S|3,E,体制转型者,S,3,6,12,4800,4800,55109296,33033686,0,0,0,-22075610,6,0.64,0.74,0.8,0.8,0.10666666666666667,0.06166666666666667,1197,1608,597,1008,152.39999999999998,288.84,3024000,4388400,18.4976167778837,8.219594594594595,0.7699340743948799,0.7699340743948799,0,0,6,1
B|Q|1,B,职业经理人,Q,1,10,14,2900,1900,27287884,-8098003,0,1,-1000,-35385887,4,0.68,0.68,0.5,0.5,0.068,0.04857142857142858,1266,1620,666,1020,203.69999999999996,327.12,3537000,4771200,7.951438848920863,,0.5171276235310901,0.3388077533479556,0,0,6,1
B|Q|2,B,职业经理人,Q,2,9,13,1000,1000,-3163273,-7909184,1,1,0,-4745911,4,0.4,0.4,0.5,0.5,0.044444444444444446,0.03076923076923077,813,1149,213,549,144.66,206.28,2946600,3562800,,,0.17502406580904875,0.17502406580904875,0,0,6,2
B|Q|3,B,职业经理人,Q,3,9,13,2900,2900,787255,-2409354,0,1,0,-3196609,4,0.32000000000000006,0.42000000000000004,0.8,0.8,0.03555555555555556,0.03230769230769231,1353,1731,753,1131,216.36,328.68,3663600,4786800,1.1238501234013911,0.4386941198293452,0.5075697908462413,0.5075697908462413,0,1,6,1
B|S|1,B,职业经理人,S,1,8,9,1600,2900,159999,3669616,0,0,1300,3509617,1,0.42000000000000004,0.4,0.5,0.5,0.052500000000000005,0.044444444444444446,1041,1047,441,447,133.74,133.20000000000002,2837400,2832000,0.726773506668161,2.1668657905217046,0.27129219865371246,0.49171711005985386,0,0,6,1
B|S|2,B,职业经理人,S,2,9,11,1800,1800,258494,-827113,0,1,0,-1085607,2,0.3,0.52,0.5,0.8,0.03333333333333333,0.04727272727272727,792,1329,192,729,143.58,228.84000000000003,2935800,3788400,1.015773470163436,0.16040931036967646,0.3052037234854265,0.3052037234854265,0,1,6,1
B|S|3,B,职业经理人,S,3,10,15,2900,3800,-4143648,-2548139,1,1,900,1595509,5,0.4800000000000001,0.5800000000000001,0,0.8,0.04800000000000001,0.03866666666666667,1692,2136,1092,1536,310.26,447.06,4602600,5970600,0.09307450157397691,0.5270835824464905,0.5075697908462413,0.6650914500743852,1,1,7,1
F|Q|1,F,销售铁军,Q,1,9,15,1200,1500,-4261972,-8363301,1,1,300,-4101329,6,0.3,0.4,0.5,0.8,0.03333333333333333,0.02666666666666667,1122,1590,522,990,156.60000000000002,299.40000000000003,3066000,4494000,,,0.21264153952474615,0.2658019244059327,0,0,6,1
F|Q|2,F,销售铁军,Q,2,10,11,2900,2900,4826421,4113049,0,0,0,-713372,1,0.42000000000000004,0.4800000000000001,0.8,0.8,0.042,0.04363636363636365,1443,1575,843,975,236.82,269.88,3868200,4198800,2.040302743614002,1.7646470420120035,0.5138837205181366,0.5138837205181366,0,0,7,1
F|Q|3,F,销售铁军,Q,3,11,9,3900,2900,32630514,125376,0,0,-1000,-32505138,-2,0.7400000000000001,0.42000000000000004,0.8,0.5,0.06727272727272728,0.04666666666666667,1728,1416,1128,816,323.15999999999997,230.34,4731600,3803400,7.313685808246901,0.9555067837190743,0.691085003455425,0.5138837205181366,0,0,7,1
F|S|1,F,销售铁军,S,1,10,16,2500,2400,-1823278,-11547091,1,1,-100,-9723813,6,0.6400000000000001,0.6400000000000001,0.8,0.8,0.06400000000000002,0.04000000000000001,1833,2355,1233,1755,347.15999999999997,520.56,4971600,6705600,0.20647619369445477,,0.43756016452262186,0.420057757941717,0,0,7,1
F|S|2,F,销售铁军,S,2,10,15,2900,2900,2520654,-6362276,0,1,0,-8882930,5,0.4800000000000001,0.6400000000000001,0.8,0.8,0.04800000000000001,0.04266666666666667,1572,2265,972,1665,268.26,468.06,4182600,6180600,1.4181923021479026,,0.5107072414764723,0.5107072414764723,0,0,7,1
F|S|3,F,销售铁军,S,3,10,10,2900,2900,31831788,35847546,0,0,0,4015758,0,0.8000000000000002,0.8000000000000002,0.8,0.9,0.08000000000000002,0.08000000000000002,1677,1722,1077,1122,306.65999999999997,319.68,4566600,4696800,6.557797164667393,6.944932008872601,0.5075697908462413,0.5075697908462413,0,0,8,1
C|Q|1,C,技术创业者,Q,1,7,10,2000,2000,1505149,-945459,0,1,0,-2450608,3,0.43333333333333335,0.3333333333333333,0.5,0.5,0.06190476190476191,0.03333333333333333,1104,1029,504,429,129.12,147.06,2791200,2970600,1.3815115286080273,0.6425022583559169,0.31812686899535536,0.31812686899535536,0,1,6,1
C|Q|2,C,技术创业者,Q,2,8,10,1500,1500,-1686406,-2728782,1,1,0,-1042376,2,0.3333333333333333,0.3333333333333333,0.5,0.5,0.041666666666666664,0.03333333333333333,1002,1035,402,435,116.82000000000001,173.34,2668200,3233400,0.24736089982943807,0.1067998997968102,0.25568908207619534,0.25568908207619534,1,1,6,1
C|Q|3,C,技术创业者,Q,3,7,9,2400,2400,37595451,9918956,0,0,0,-27676495,2,0.5800000000000001,0.52,0.8,0.5,0.08285714285714287,0.05777777777777778,1107,1083,507,483,130.32,141.18,2803200,2911800,12.992013311148087,4.079526782780151,0.3865107739878249,0.3865107739878249,0,0,6,1
C|S|1,C,技术创业者,S,1,7,12,2200,2900,1745810,242507,0,0,700,-1503303,5,0.42000000000000004,0.52,0.5,0.5,0.060000000000000005,0.043333333333333335,1098,1392,498,792,144.18,244.14000000000001,2941800,3941400,1.4165103189493433,0.9904648390941597,0.37270447923019584,0.4912922680761672,0,0,6,1
C|S|2,C,技术创业者,S,2,8,12,2900,2900,18895984,4644265,0,0,0,-14251719,4,0.52,0.5800000000000001,0.8,0.8,0.065,0.04833333333333334,1209,1638,609,1038,179.22,290.88,3292200,4408800,6.196831915517747,1.8094020216782365,0.5005523336095001,0.5005523336095001,0,0,6,1
C|S|3,C,技术创业者,S,3,6,11,2800,2800,2464419,-785790,0,1,0,-3250209,5,0.3,0.4,0.5,0.5,0.049999999999999996,0.03636363636363637,888,1263,288,663,84.96000000000001,198.00000000000003,2349600,3480000,1.9427539969056216,0.7320827320827321,0.4743511553838856,0.4743511553838856,0,1,6,1
G|Q|1,G,互联网PM转型,Q,1,10,14,1900,2900,-83858,-377001,1,1,1000,-293143,4,0.3,0.4,0.5,0.5,0.03,0.028571428571428574,942,1272,342,672,159.78000000000003,232.38000000000002,3097800,3823800,0.9028687246647957,0.867060212514758,0.33298282509638977,0.5082369435681738,1,1,6,1
G|Q|2,G,互联网PM转型,Q,2,8,10,2800,1500,10208153,-467754,0,1,-1300,-10675907,2,0.5800000000000001,0.4,0.5,0.5,0.07250000000000001,0.04,1179,978,579,378,157.14000000000004,142.02,3071400,2920200,4.064112587959343,0.7148377911115631,0.4461653680067562,0.23901716143219084,0,1,6,1
G|Q|3,G,互联网PM转型,Q,3,6,8,1500,2000,-1294037,4098802,1,0,500,5392839,2,0.3,0.4,0,0.5,0.049999999999999996,0.05,708,873,108,273,85.61999999999999,109.97999999999999,2356200,2599800,0.4294995187680462,2.40235368956743,0.24348672997321646,0.32464897329762193,1,0,6,1
G|S|1,G,互联网PM转型,S,1,8,12,2900,2900,4759216,1917865,0,0,0,-2841351,4,0.5800000000000001,0.5800000000000001,0.4,0.65,0.07250000000000001,0.04833333333333334,1014,1488,414,888,175.32,254.46000000000004,3253200,4044600,2.336068498037817,1.336616847826087,0.49171711005985386,0.49171711005985386,0,0,6,1
G|S|2,G,互联网PM转型,S,2,8,14,2900,2900,9830187,1683458,0,0,0,-8146729,6,0.42000000000000004,0.62,0.8,0.8,0.052500000000000005,0.04428571428571428,1197,1791,597,1191,176.64,352.86,3266400,5028600,3.702395209580838,1.124923640806353,0.49171711005985386,0.49171711005985386,0,0,6,1
G|S|3,G,互联网PM转型,S,3,9,12,2900,2900,3749122,6221626,0,0,0,2472504,3,0.4833333333333334,0.5666666666666668,0.8,0.8,0.05370370370370371,0.04722222222222223,1323,1392,723,792,212.82,242.04000000000002,3628200,3920400,1.8642873914064335,2.3377271819452767,0.5233428978759497,0.5233428978759497,0,0,6,1
